"","Date.Time","Contact Type","Topic","Comments"
"1585","2015-10-13 11:04:00","In Person","Auraria Campus","Majors Fair"
"1586","2015-10-13 11:09:00","In Person","Auraria Campus","Majors Fair"
"1587","2015-10-13 11:10:00","In Person","Auraria Campus","Majors Fair"
"1588","2015-10-13 11:11:00","In Person","Auraria Campus","Majors Fair"
"1589","2015-10-13 11:13:00","In Person","Auraria Campus","Majors Fair"
"1590","2015-10-13 11:14:00","In Person","Auraria Campus","Majors Fair"
"1591","2015-10-13 11:16:00","In Person","Admissions","Admissions location"
"1592","2015-10-13 11:20:00","In Person","Admissions","Majors Fair check-in (Admissions)"
"1593","2015-10-13 11:21:00","In Person","Admissions","Admissions location"
"1594","2015-10-13 11:32:00","In Person","Admissions","Majors Fair check-in (Admissions)"
"1595","2015-10-13 11:33:00","In Person","Admissions","Admissions location"
"1596","2015-10-13 11:34:00","In Person","Admissions","Admissions location"
"1597","2015-10-13 11:35:00","In Person","General Info","Survey for Omer (SGA)"
"1598","2015-10-13 11:37:00","In Person","Admissions","Location of Admissions"
"1599","2015-10-13 12:00:00","In Person","AdmissionsCUD Depts. / Offices","Transfer Admissions Center"
"1600","2015-10-13 12:13:00","Phone","Admissions","student life to admission"
"1601","2015-10-13 12:15:00","In Person","TriO","trio location"
"1602","2015-10-13 12:18:00","In Person","CUD Depts. / Offices","business school flyers"
"1603","2015-10-13 12:19:00","In Person","Lynx  Center Staff","John asking for Samantha"
"1604","2015-10-13 12:25:00","In Person","Lost and Found","lost and found inquiry"
"1605","2015-10-13 12:31:00","In Person","ITS","phishing scam/spam questions"
"1606","2015-10-13 12:32:00","In Person","Lost and Found","lost & found"
"1607","2015-10-13 12:36:00","In Person","General Info","convo with students"
"1608","2015-10-13 12:48:00","In Person","Lynx  Center Staff","asking for alicia"
"1609","2015-10-13 12:50:00","In Person","CUD Buildings","confluence room location"
"1610","2015-10-13 13:00:00","In Person","Admissions","admissions location"
"1611","2015-10-13 13:03:00","In Person","General Info","study area location"
"1612","2015-10-13 13:11:00","In Person","General Info","poll question"
"1613","2015-10-13 13:12:00","In Person","General Info","validating parking"
"1614","2015-10-13 13:22:00","In Person","General Info","borrowing pencil"
"1615","2015-10-13 13:26:00","In Person","CUD Buildings","n classroom 2612"
"1616","2015-10-13 13:29:00","In Person","Financial Aid","financial aid"
"1617","2015-10-13 13:38:00","In Person","Lost and Found","lost and found drop off"
"1618","2015-10-13 13:45:00","In Person","Lynx  Center Staff","Huey to Sam"
"1619","2015-10-13 13:55:00","In Person","Auraria Campus"," King center location"
"1620","2015-10-13 13:58:00","Phone","",""
"1621","2015-10-13 14:25:00","Phone","General Info","where can I make copies?"
"1622","2015-10-13 14:35:00","Phone","Financial Aid",""
"1623","2015-10-13 14:45:00","In Person","Financial Aid","financial aid office"
"1624","2015-10-13 14:47:00","In Person","General Info","passing convo"
"1625","2015-10-13 14:56:00","In Person","General Info","return of pencil"
"1626","2015-10-13 15:10:00","In Person","RegistrarCUD Depts. / Offices",""
"1627","2015-10-13 15:11:00","In Person","Financial Aid","financial aid location"
"1628","2015-10-13 15:33:00","In Person","AdmissionsCUD Depts. / Offices",""
"1629","2015-10-13 16:00:00","In Person","Lynx Center Supplies (Computer Etc.)","stapler need"
"1630","2015-10-13 16:00:00","In Person","CUD Buildings","north location"
"1631","2015-10-13 16:03:00","In Person","CUD Depts. / Offices","econ help-gradute school"
"1632","2015-10-13 16:30:00","In Person","AdmissionsCUD Depts. / Offices","Undergraduates Admissions Office"
"1633","2015-10-13 10:13:00","In Person","Registrar","Registrar's location "
"1634","2015-10-13 10:25:00","In Person","Admissions","Admissions Location  for a campus tour"
"1635","2015-10-13 10:45:00","In Person","General Info","SI 1067 location "
"1636","2015-10-13 10:48:00","In Person","MATH","Math Department location "
"1637","2015-10-13 10:50:00","In Person","","Registrar's location "
"1638","2015-10-13 10:55:00","Phone","General Info","Student wanted to know how to sign up for Rave alerts "
"1639","2015-10-13 10:56:00","In Person","Transfer Orientation","Individual needed to sign up for Transfer orientation "
"1640","2015-10-13 11:23:00","In Person","Admissions","Major's Affair event, Admissions location "
"1641","2015-10-13 11:39:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wanted to use tape at the Lynx Center"
"1642","2015-10-13 11:45:00","In Person","Financial Aid","Financial Aid Office location "
"1643","2015-10-13 11:46:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wanted to use the stapler at Lynx "
"1644","2015-10-13 11:58:00","In Person","Admissions","Admissions Location "
"1645","2015-10-13 12:00:00","In Person","Lynx Center Supplies (Computer Etc.)","student needed to use Lynx Phone "
"1646","2015-10-13 08:30:00","In Person","Lost and Found","looking for lost cell phone, not here"
"1647","2015-10-14 08:31:00","In Person","MATH","had appointment with math professor"
"1648","2015-10-14 09:03:00","In Person","Lost and Found","lost jacket, not here"
"1649","2015-10-14 09:20:00","In Person","General Info","student asking about a microwave in SCB "
"1650","2015-10-14 09:25:00","In Person","AdmissionsUCDAccess/Portal","Student needed help with setting up UCD account"
"1651","2015-10-14 09:26:00","In Person","Admissions","individual was here for a campus tour "
"1652","2015-10-14 09:30:00","In Person","Admissions","individual was here for a campus tou/restroom location  "
"1653","2015-10-14 09:39:00","In Person","General Info","hand sanitizer"
"1654","2015-10-14 09:41:00","In Person","CUD Depts. / Offices","CLAS advisor"
"1655","2015-10-14 09:42:00","In Person","General Info","Soccor ball hand in"
"1656","2015-10-14 09:45:00","In Person","Admissions","individual was here for a campus tour "
"1657","2015-10-14 09:59:00","In Person","Admissions","Tour"
"1658","2015-10-14 10:01:00","In Person","General Info","Restroom"
"1659","2015-10-14 10:07:00","In Person","CUD Depts. / Offices","CLAS Advising location "
"1660","2015-10-14 10:15:00","In Person","General Info","student asking about popcorn on spirit Thursdays"
"1661","2015-10-14 10:20:00","In Person","General Info","Student asking about after hour access "
"1662","2015-10-14 10:34:00","In Person","General Info","When is break?"
"1663","2015-10-14 10:38:00","In Person","Admissions","Admissions Location "
"1664","2015-10-14 10:40:00","In Person","Admissions","K-12 Office"
"1665","2015-10-14 10:52:00","In Person","General Info","Vending machine (2nd floor)"
"1666","2015-10-14 11:00:00","In Person","","Student looking for the confluence building"
"1667","2015-10-14 11:05:00","In Person","Admissions","Admissions (Littleton High School)"
"1668","2015-10-14 11:05:00","In Person","Admissions","Student looking for the admissions office."
"1669","2015-10-14 11:25:00","In Person","","Asked about issues with account login"
"1670","2015-10-14 11:31:00","In Person","Registrar","Asked for registrars Office"
"1671","2015-10-14 11:45:00","In Person","","Student came to tell us about another student"
"1672","2015-10-14 11:55:00","In Person","Bursar","DEnbar asked where to take money."
"1673","2015-10-14 12:02:00","In Person","RegistrarCUD Depts. / Offices",""
"1674","2015-10-14 12:02:00","In Person","General Info","Rep from Hyatt Place - there's a University of Colorado rate for the Phoenix/Mesa AZ location"
"1675","2015-10-14 12:04:00","In Person","Lynx  Center StaffGeneral Info",""
"1676","2015-10-14 12:05:00","In Person","BursarCUD Depts. / OfficesGeneral InfoLynx Center Supplies (Computer Etc.)","Ran out of Printer Balance"
"1677","2015-10-14 12:27:00","In Person","Lost and Found","Lost Keys"
"1678","2015-10-14 12:35:00","In Person","General Info","after hours access"
"1679","2015-10-14 12:51:00","In Person","General Info","question abouot class registrations"
"1680","2015-10-14 12:57:00","In Person","POLI SCI","location of political science department"
"1681","2015-10-14 13:05:00","In Person","MATH","location of math department"
"1682","2015-10-14 13:05:00","In Person","General Info","ice scream social location"
"1683","2015-10-14 13:05:00","In Person","General Info","ice scream social location"
"1684","2015-10-14 13:20:00","In Person","General Info","Deans office for CLAS"
"1685","2015-10-14 13:28:00","In Person","Registrar","location of registars office"
"1686","2015-10-14 13:30:00","In Person","Admissions","location of visitation center"
"1687","2015-10-14 13:35:00","In Person","LRC","location of LRC"
"1688","2015-10-14 13:40:00","In Person","General Info","microwave in the AB1 building"
"1689","2015-10-14 13:57:00","In Person","CUD Depts. / Offices","MERC LAB location"
"1690","2015-10-14 13:58:00","In Person","General Info","need to talk tot Samantha"
"1691","2015-10-14 14:01:00","In Person","Bursar","Bursars location"
"1692","2015-10-14 15:01:00","In Person","Auraria Campus","graduate school location"
"1693","2015-10-14 15:26:00","In Person","Computer Lab","computer lab location"
"1694","2015-10-14 15:36:00","Phone","General Info","if samantha was around"
"1695","2015-10-14 15:39:00","In Person","Computer Lab","computer lab location"
"1696","2015-10-14 07:50:00","In Person","Admissions","Preview day event location "
"1697","2015-10-15 08:00:00","In Person","Admissions","Preview Day"
"1698","2015-10-15 08:00:00","In Person","Admissions","Preview Day"
"1699","2015-10-15 08:00:00","In Person","Admissions","Preview Day"
"1700","2015-10-15 08:00:00","In Person","Admissions","Preview Day"
"1701","2015-10-15 08:00:00","In Person","Admissions","Preview Day"
"1702","2015-10-15 08:00:00","In Person","Admissions","Preview Day"
"1703","2015-10-15 08:05:00","In Person","Admissions","Preview Day"
"1704","2015-10-15 08:05:00","In Person","Admissions","Preview Day"
"1705","2015-10-15 08:05:00","In Person","Admissions","Preview Day"
"1706","2015-10-15 08:10:00","In Person","Admissions","Preview Day"
"1707","2015-10-15 08:10:00","In Person","Admissions","Preview Day"
"1708","2015-10-15 08:10:00","In Person","Admissions","Preview Day"
"1709","2015-10-15 08:10:00","In Person","Admissions","Preview Day"
"1710","2015-10-15 08:10:00","In Person","Admissions","Preview Day"
"1711","2015-10-15 08:10:00","In Person","Admissions","Preview Day"
"1712","2015-10-15 09:31:00","In Person","Auraria Campus","West Classroom Directions"
"1713","2015-10-15 09:37:00","In Person","Financial Aid","Financial Aid"
"1714","2015-10-15 09:40:00","In Person","Financial Aid","West Classroom Directions"
"1715","2015-10-15 10:10:00","In Person","Registrar","Fifth Floor"
"1716","2015-10-15 10:16:00","In Person","Health Center","Marsha Neville's Office"
"1717","2015-10-15 10:25:00","In Person","CUD Depts. / Offices","Office of International Admissions"
"1718","2015-10-15 10:39:00","In Person","AB1 Classrooms","SCB 1600 location "
"1719","2015-10-15 10:40:00","In Person","Lynx Center Supplies (Computer Etc.)","Individual needed some paper "
"1720","2015-10-15 10:41:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wanted to borrow a pen from Lynx "
"1721","2015-10-15 11:00:00","In Person","CUD Buildings","North Classroom"
"1722","2015-10-15 11:47:00","In Person","AB1 Classrooms","Room 1500"
"1723","2015-10-15 11:58:00","In Person","General Info","Bagel, free food "
"1724","2015-10-15 12:20:00","In Person","CUD Buildings","Name of this building (ACAD)"
"1725","2015-10-15 12:25:00","In Person","Bursar","Bursar's Office location"
"1726","2015-10-15 12:26:00","In Person","General Info","Poster Approval"
"1727","2015-10-15 12:27:00","In Person","AB1 Classrooms","Room 1401"
"1728","2015-10-15 12:28:00","In Person","General Info","Bagel, free food "
"1729","2015-10-15 12:28:00","In Person","CUD Buildings","Name of this building (ACADD)"
"1730","2015-10-15 12:35:00","In Person","General Info","ID obtaining if in CU Succeeds"
"1731","2015-10-15 13:22:00","In Person","Auraria Campus","science building location"
"1732","2015-10-15 13:34:00","In Person","Transfer Orientation","Transfer Orientation Help"
"1733","2015-10-15 15:30:00","In Person","Lost and Found","Lost and Found"
"1734","2015-10-15 15:45:00","In Person","CUD Buildings","Address of AB1"
"1735","2015-10-15 15:45:00","In Person","General Info","Restrooms"
"1736","2015-10-15 16:20:00","In Person","General Info","CVA, Regency information"
"1737","2015-10-15 16:31:00","In Person","Lynx Center Supplies (Computer Etc.)","Where to print when labs close early"
"1738","2015-10-15 16:48:00","In Person","Lost and Found","Lost and Found"
"1739","2015-10-18 08:03:00","In Person","ASAC","SCB 1113 location"
"1740","2015-10-18 08:18:00","In Person","General Info","Nearest Starbucks"
"1741","2015-10-18 08:45:00","Phone","Freshman Orientation","Helped student sign up for NSO"
"1742","2015-10-18 08:56:00","In Person","Registrar","Registrar location"
"1743","2015-10-18 11:20:00","In Person","ITS","Wiifi connection problems"
"1744","2015-10-18 09:32:00","In Person","Admissions","Admission's Tour"
"1745","2015-10-18 09:44:00","In Person","Admissions","Admission's Tour"
"1746","2015-10-18 09:46:00","In Person","Admissions","Admission's Tour"
"1747","2015-10-18 09:52:00","In Person","Registrar","Schedule Adjustment Form"
"1748","2015-10-18 09:52:00","Phone","Financial Aid","Financial Aid Transfer"
"1749","2015-10-18 09:53:00","Phone","General Info","Call for Samantha"
"1750","2015-10-18 10:16:00","Phone","General Info","Call for Samantha"
"1751","2015-10-18 11:53:00","In Person","Financial Aid","Call for Financial Aid"
"1752","2015-10-18 11:55:00","In Person","General Info","Senior Citizen Program"
"1753","2015-10-18 11:56:00","In Person","General Info","Notary Location"
"1754","2015-10-18 11:58:00","In Person","Lost and Found","Lost and Found"
"1755","2015-10-18 12:06:00","In Person","Registrar",""
"1756","2015-10-18 12:15:00","In Person","CUD Depts. / Offices","Howie Movshivitz office AD 201B"
"1757","2015-10-18 13:00:00","In Person","Auraria Campus","Plaza"
"1758","2015-10-18 13:37:00","In Person","Financial Aid",""
"1759","2015-10-18 14:10:00","In Person","CUD Depts. / Offices","Dean of students office"
"1760","2015-10-18 13:49:00","In Person","Lynx  Center Staff","Asked about planners"
"1761","2015-10-18 13:50:00","In Person","Int'l Admissions","Looking for Int'l Studentes Office"
"1762","2015-10-18 14:45:00","In Person","",""
"1763","2015-10-18 15:00:00","In Person","Lynx Center Supplies (Computer Etc.)","Individual needed to use Lynx phone "
"1764","2015-10-18 15:15:00","In Person","Health Center","Health Center location "
"1765","2015-10-18 15:20:00","In Person","General Info","Microwave in SCB "
"1766","2015-10-18 15:56:00","In Person","Registrar","Registrar's location "
"1767","2015-10-18 16:04:00","In Person","Lynx  Center Staff","Ashley needed to talkt to Alicia "
"1768","2015-10-18 16:14:00","In Person","Int'l Admissions","International Student office location "
"1769","2015-10-18 16:46:00","In Person","General Info","Student wanted a Schedule Adjustment Form "
"1770","2015-10-18 12:20:00","In Person","Auraria CampusGeneral InfoFacilities","Einstein Bros."
"1771","2015-10-18 12:31:00","In Person","Lynx  Center Staff","Needed Brittany"
"1772","2015-10-18 12:41:00","In Person","Auraria CampusHealth CenterGeneral Info","ID Center & Immunization"
"1773","2015-10-18 12:54:00","In Person","Auraria CampusCUD Depts. / OfficesGeneral Info","Sociology/English #s"
"1774","2015-10-18 12:56:00","In Person","CUD BuildingsCUD Depts. / Offices","Advising"
"1775","2015-10-18 08:33:00","In Person","Lynx Center Supplies (Computer Etc.)","Phone"
"1776","2015-10-19 08:45:00","Phone","Lynx  Center Staff",""
"1777","2015-10-19 09:18:00","In Person","General Info","Workshops"
"1778","2015-10-19 09:30:00","In Person","Admissions","Campus tour"
"1779","2015-10-19 09:34:00","In Person","Financial Aid",""
"1780","2015-10-19 09:45:00","Phone","TAGS",""
"1781","2015-10-19 09:48:00","In Person","Admissions","Campus tour"
"1782","2015-10-19 09:52:00","In Person","Admissions",""
"1783","2015-10-19 09:55:00","In Person","Admissions",""
"1784","2015-10-19 10:02:00","Phone","Lynx  Center Staff","Paul for Samantha"
"1785","2015-10-19 10:03:00","In Person","Admissions","Campus Tour"
"1786","2015-10-19 10:47:00","Phone","Health CenterCUD Depts. / Offices","Id center"
"1787","2015-10-19 14:03:00","In Person","General Info","permission to use phone"
"1788","2015-10-19 14:06:00","In Person","ITS","IT service number"
"1789","2015-10-19 14:10:00","In Person","General Info","Leave a calculator for a friend to pick up"
"1790","2015-10-19 14:27:00","In Person","General Info","drop off papers for Kristen"
"1791","2015-10-19 14:32:00","In Person","General Info","pick up calculator"
"1792","2015-10-19 14:49:00","In Person","General Info","get an idea to build asimilair help desk;MSU"
"1793","2015-10-19 14:54:00","In Person","General Info","nearest post office"
"1794","2015-10-19 14:59:00","In Person","ASAC","location of ASAC"
"1795","2015-10-19 15:21:00","In Person","General Info","microwave in this building"
"1796","2015-10-19 15:29:00","In Person","Registrar","location of registars office"
"1797","2015-10-19 15:50:00","In Person","Auraria Campus","location of ST. Cajetan"
"1798","2015-10-19 15:55:00","In Person","General Info","Location of bathrooms"
"1799","2015-10-19 16:09:00","In Person","Lost and Found","lost phone"
"1800","2015-10-19 16:09:00","In Person","General Info","is it possible to get a waver to drop a class"
"1801","2015-10-19 16:12:00","In Person","Dissability Resources","Disability Vresource service"
"1802","2015-10-19 16:25:00","In Person","Auraria Campus","location of ST. Cajetan"
"1803","2015-10-19 16:41:00","In Person","General Info","WIFI password"
"1804","2015-10-19 10:00:00","In Person","Financial Aid",""
"1805","2015-10-19 10:42:00","In Person","CUD Depts. / Offices","Engineering Depeartment"
"1806","2015-10-19 10:50:00","In Person","Bursar",""
"1807","2015-10-19 11:40:00","In Person","Financial Aid",""
"1808","2015-10-19 12:00:00","In Person","General Info","wanted a water bottle that was from Family Weekend."
"1809","2015-10-19 09:20:00","In Person","RegistrarAuraria CampusCUD Depts. / Offices",""
"1810","2015-10-19 12:04:00","In Person","Lynx Center Supplies (Computer Etc.)","Band-Aid"
"1811","2015-10-19 12:04:00","In Person","Lynx Center Supplies (Computer Etc.)","Poster Approval (Latina Club)"
"1812","2015-10-19 12:05:00","In Person","CUD BuildingsAuraria CampusCUD Depts. / Offices","1200 Larimer St"
"1813","2015-10-19 12:06:00","In Person","RegistrarCUD Depts. / OfficesGeneral Info","Signature for Schedule"
"1814","2015-10-19 12:15:00","In Person","General InfoLynx Center Supplies (Computer Etc.)","Requested free water bottle"
"1815","2015-10-19 12:23:00","In Person","CUD BuildingsAuraria CampusCUD Depts. / OfficesGeneral Info","Address of Business School"
"1816","2015-10-19 12:24:00","In Person","BursarCUD Depts. / OfficesGeneral Info","Fee Payment"
"1817","2015-10-19 12:27:00","In Person","AdmissionsCUD Depts. / Offices",""
"1818","2015-10-19 12:28:00","In Person","General InfoLynx Center Supplies (Computer Etc.)","Water Bottle"
"1819","2015-10-19 12:49:00","In Person","Lost and Found","Water Bottle"
"1820","2015-10-19 13:10:00","In Person","ASACCUD Depts. / Offices",""
"1821","2015-10-19 13:13:00","In Person","CUD BuildingsAuraria CampusCUD Depts. / OfficesGeneral InfoFacilities","Immunization Form"
"1822","2015-10-19 13:14:00","In Person","CUD BuildingsAuraria CampusCUD Depts. / Offices","CLAS Advising "
"1823","2015-10-19 13:16:00","In Person","CUD BuildingsAuraria CampusCUD Depts. / OfficesFacilities","Immunization Form"
"1824","2015-10-19 13:21:00","In Person","Lynx  Center StaffGeneral Info","Senior Audit Program"
"1825","2015-10-19 13:27:00","In Person","CUD BuildingsAuraria Campus","Room 2000 Location"
"1826","2015-10-19 13:28:00","In Person","General InfoLynx Center Supplies (Computer Etc.)","Pizza"
"1827","2015-10-19 13:41:00","In Person","Int'l AdmissionsCUD BuildingsAuraria CampusCUD Depts. / Offices","International Affairs"
"1828","2015-10-19 13:50:00","In Person","CUD BuildingsAuraria CampusCUD Depts. / Offices","Lawrence Street Center"
"1829","2015-10-19 13:52:00","In Person","Registrar",""
"1830","2015-10-19 15:20:00","In Person","Registrar","Add/drop form"
"1831","2015-10-20 15:23:00","In Person","Registrar",""
"1832","2015-10-20 15:30:00","In Person","Registrar",""
"1833","2015-10-20 15:40:00","Phone","Lynx  Center Staff","Samantha"
"1834","2015-10-20 15:57:00","In Person","Registrar","add/drop form"
"1835","2015-10-20 15:58:00","In Person","Registrar","Add/drop form"
"1836","2015-10-20 16:03:00","In Person","Health Center",""
"1837","2015-10-20 16:04:00","In Person","CUD Depts. / Offices","FYS"
"1838","2015-10-20 16:15:00","In Person","CUD Depts. / Offices","International studies"
"1839","2015-10-20 16:16:00","In Person","General Info","How many cameras are in AB1?"
"1840","2015-10-20 16:17:00","In Person","Bursar",""
"1841","2015-10-20 08:42:00","Phone","CUD Depts. / Offices","Transfer student wanting advising"
"1842","2015-10-20 09:25:00","In Person","General Info","Hold umbrella for student"
"1843","2015-10-20 09:40:00","In Person","General Info","Meeting with Renee?"
"1844","2015-10-20 09:45:00","In Person","Admissions","Campus tour"
"1845","2015-10-20 09:53:00","In Person","Registrar","Registrar location"
"1846","2015-10-20 09:54:00","In Person","Lynx Center Supplies (Computer Etc.)","Wanted tissues"
"1847","2015-10-20 10:00:00","In Person","Freshman Orientation","Confirmation on NSO"
"1848","2015-10-20 11:26:00","In Person","Lost and Found","Lost & Found"
"1849","2015-10-20 00:55:00","In Person","CUD Depts. / Offices","Pre-Nursing advising"
"1850","2015-10-20 13:00:00","In Person","Lynx Center Supplies (Computer Etc.)","Needed broom& dustpan"
"1851","2015-10-20 12:02:00","In Person","Scholarship Resource Office","schcolarship talk"
"1852","2015-10-20 12:06:00","In Person","General Info","passing convo"
"1853","2015-10-20 12:16:00","In Person","CUD Depts. / Offices","study abroad question/clas advising"
"1854","2015-10-20 12:20:00","In Person","Registrar","drop form"
"1855","2015-10-20 12:23:00","In Person","Registrar","drop class"
"1856","2015-10-20 12:27:00","In Person","AB1 Classrooms","room 2000"
"1857","2015-10-20 12:29:00","Phone","Registrar","double check drop form placement"
"1858","2015-10-20 12:47:00","In Person","Lynx  Center Staff","talk with Raul"
"1859","2015-10-20 13:22:00","In Person","Computer Lab","comp lab location"
"1860","2015-10-20 13:37:00","In Person","General Info","coloring"
"1861","2015-10-20 14:13:00","In Person","Admissions","admission-tours location"
"1862","2015-10-20 14:21:00","In Person","Lynx  Center Staff","staff discussion"
"1863","2015-10-20 14:35:00","In Person","Auraria Campus","copy of advocate"
"1864","2015-10-20 14:41:00","In Person","CUD Buildings","CU Building-14th and Larimer"
"1865","2015-10-20 14:24:00","In Person","Lynx  Center Staff","poster approval"
"1866","2015-10-20 14:45:00","In Person","Auraria Campus","copy of advocate"
"1867","2015-10-20 14:52:00","In Person","Lynx  Center Staff","packages for kristen"
"1868","2015-10-20 14:55:00","In Person","AB1 Classrooms","student commons location"
"1869","2015-10-20 15:40:00","In Person","Lynx Center Supplies (Computer Etc.)","stapler need"
"1870","2015-10-20 15:41:00","In Person","AB1 Classrooms","commons location"
"1871","2015-10-20 15:42:00","In Person","Financial Aid","financial aid location"
"1872","2015-10-20 15:51:00","In Person","Admissions","student account info"
"1873","2015-10-20 15:54:00","In Person","Registrar","registrars location"
"1874","2015-10-20 16:03:00","In Person","General Info","trashcan"
"1875","2015-10-20 16:14:00","In Person","Lynx Center Supplies (Computer Etc.)","charger need"
"1876","2015-10-20 16:16:00","In Person","General Info","public mail slot"
"1877","2015-10-20 13:56:00","In Person","TriO",""
"1878","2015-10-20 14:08:00","In Person","Freshman Orientation","Freshman solutions: orientation and logging onto the portal"
"1879","2015-10-20 14:22:00","In Person","AB1 Classrooms","computer lab "
"1880","2015-10-20 10:09:00","In Person","Admissions","Admissions Location "
"1881","2015-10-20 10:30:00","In Person","General Info","Restroom location "
"1882","2015-10-20 10:36:00","In Person","Lynx Center Supplies (Computer Etc.)","Individual needed to use Lynx phone "
"1883","2015-10-20 10:37:00","In Person","Financial Aid","Financial Aid Office location "
"1884","2015-10-20 11:07:00","In Person","General Info","Individual needed information about Graduate Job Fair  location "
"1885","2015-10-20 11:09:00","In Person","","Math proffessor office "
"1886","2015-10-20 11:24:00","In Person","Lost and Found","Student asking about lost water bottle "
"1887","2015-10-20 11:25:00","In Person","Admissions","Admissions Location "
"1888","2015-10-20 11:45:00","In Person","POLI SCI","Political Library location "
"1889","2015-10-20 11:57:00","In Person","Lynx  Center Staff","Josh from Student Life wanted to talk to Samantha"
"1890","2015-10-20 15:22:00","In Person","Lynx Center Supplies (Computer Etc.)","Stapler"
"1891","2015-10-20 15:20:00","In Person","General InfoLynx Center Supplies (Computer Etc.)","Delivery"
"1892","2015-10-20 15:22:00","In Person","Lynx Center Supplies (Computer Etc.)","Tissue"
"1893","2015-10-20 15:25:00","In Person","Financial Aid",""
"1894","2015-10-20 16:20:00","In Person","Auraria CampusCUD Depts. / OfficesGeneral Info",""
"1895","2015-10-20 12:47:00","In Person","Auraria Campus","location of architecture office"
"1896","2015-10-21 13:04:00","In Person","Auraria Campus","location of plaza building"
"1897","2015-10-21 13:09:00","In Person","General Info","how to schedulre an appointment with advisor"
"1898","2015-10-21 13:18:00","In Person","CUD Depts. / Offices","scuplture media campups"
"1899","2015-10-21 13:46:00","In Person","General Info","t-Shirt competition information"
"1900","2015-10-21 13:49:00","In Person","CUD Depts. / Offices","CAM Advising"
"1901","2015-10-21 14:05:00","In Person","General Info","Professors office"
"1902","2015-10-21 14:13:00","In Person","Auraria Campus","confluence building location"
"1903","2015-10-21 14:19:00","In Person","Admissions","location of admissions office"
"1904","2015-10-21 14:26:00","In Person","Auraria Campus","location of student commons building"
"1905","2015-10-21 14:27:00","In Person","General Info","nearest ATM"
"1906","2015-10-21 14:28:00","In Person","General Info","information about how to drop a class"
"1907","2015-10-21 14:54:00","In Person","General Info","ID Form"
"1908","2015-10-21 15:06:00","In Person","General Info","Deans of students office"
"1909","2015-10-21 15:10:00","In Person","General Info","question about registrations"
"1910","2015-10-21 15:16:00","In Person","General Info","employers office"
"1911","2015-10-21 09:57:00","In Person","Admissions","Tour- Admissions"
"1912","2015-10-21 11:49:00","In Person","General Info","A student came by, asked to romove hold"
"1913","2015-10-21 11:55:00","Phone","General Info","Matt called about his lunch (food delivery)"
"1914","2015-10-21 09:17:00","In Person","AB1 Classrooms","AB1- 2504 location "
"1915","2015-10-21 09:56:00","In Person","Admissions","Admissions location for campus tour "
"1916","2015-10-21 09:58:00","In Person","Financial Aid","financial Aid Office location "
"1917","2015-10-21 10:01:00","In Person","AB1 Classrooms","AB1- 4104 location "
"1918","2015-10-21 10:45:00","In Person","CUD Depts. / Offices","Business advisor office "
"1919","2015-10-21 12:02:00","In Person","","Room 2100"
"1920","2015-10-21 12:10:00","In Person","Auraria CampusGeneral Info","Loading Zone"
"1921","2015-10-21 12:21:00","In Person","Lost and Found","Umbrella"
"1922","2015-10-21 12:38:00","In Person","RegistrarAuraria CampusCUD Depts. / Offices","Withdrawal Form"
"1923","2015-10-21 12:41:00","In Person","RegistrarAuraria CampusCUD Depts. / Offices",""
"1924","2015-10-21 11:59:00","In Person","AB1 Classrooms","Room 2500"
"1925","2015-10-22 12:00:00","In Person","General Info","Coffee Location"
"1926","2015-10-22 12:30:00","In Person","AB1 Classrooms","Name of the Building"
"1927","2015-10-22 12:31:00","In Person","AB1 Classrooms","Room 2500"
"1928","2015-10-22 12:39:00","In Person","Bursar","Bursar's Office"
"1929","2015-10-22 12:40:00","In Person","Bursar","Bursar's Office"
"1930","2015-10-22 12:45:00","In Person","AB1 Classrooms","Room 2500"
"1931","2015-10-22 12:58:00","In Person","Admissions","General Info Packet"
"1932","2015-10-22 13:01:00","In Person","AB1 Classrooms","NPMe of Building and Elevator location"
"1933","2015-10-22 13:06:00","In Person","Admissions","Application Status"
"1934","2015-10-22 13:18:00","In Person","General Info","How to tell if a class is an online class"
"1935","2015-10-22 13:21:00","In Person","Financial Aid","Financial Aid Location"
"1936","2015-10-22 14:20:00","In Person","Lost and Found","Lost and Found"
"1937","2015-10-22 14:22:00","In Person","Admissions","Admission's Tour"
"1938","2015-10-22 08:08:00","In Person","General Info","Location of bathrooms"
"1939","2015-10-22 08:50:00","In Person","General Info","location of elevators"
"1940","2015-10-22 08:54:00","In Person","General Info","if anyone can open doors of EOP"
"1941","2015-10-22 09:15:00","In Person","General Info","CCA Even location"
"1942","2015-10-22 09:17:00","In Person","Auraria Campus","locations of student commons"
"1943","2015-10-22 09:35:00","In Person","General Info","where to turn in immunization records"
"1944","2015-10-22 09:41:00","In Person","General Info","campus tour"
"1945","2015-10-22 10:02:00","In Person","General Info","campus tour"
"1946","2015-10-22 10:05:00","In Person","General Info","transfer credit from UCD to different school"
"1947","2015-10-22 10:06:00","In Person","General Info","campus tour"
"1948","2015-10-22 12:27:00","In Person","Auraria Campus","location of tivoli"
"1949","2015-10-22 14:09:00","In Person","General Info","if Alicia was around"
